ID, name, author, year
3942, The new Eurocrats : national civil servants in EU policy-making, , ©2008
3943, Building partner capabilities for coalition operations, , 2007
3944, Borderlands : comparing border security in North America and Europe, , ©2007
3945, Embracing watershed politics, Schlager+ Edella, ©2008
3946, Reframing Singapore : memory+ identity+ trans-regionalism, , ©2009
3947, The new presence of China in Africa, , ©2009
3948, Anomie and violence : non-truth and reconciliation in Indonesian peacebuilding, , 2010
3949, How have deployments during the war on terrorism affected reenlistment?, Hosek+ James R., 2009
3950, Culture wars and enduring American dilemmas, Thomson+ Irene Taviss, ©2010
3951, What about Asia? : revisiting Asian studies, , 2006
3952, Passionate histories : myth+ memory and Indigenous Australia, , 2010
3953, How insurgencies end, Connable+ Ben, ©2010
3954, Measuring the effectiveness of border security between ports-of-entry, , 2010
3955, Making policy in the shadow of the future, Treverton+ Gregory F., 2010
3956, Developing an Army strategy for building partner capacity for stability operations, , ©2010
3957, An assessment of the U.S. Environmental Protection Agency's National Environmental Performance Track Program, , ©2010
3958, Managing spent nuclear fuel : strategy alternatives and policy implications, , 2010
3959, Gendering the field : towards sustainable livelihoods for mining communities, , 2011
3960, Delivering policy reform : anchoring significant reforms in turbulent times, Lindquist+ Evert A., 2011
3961, Promoting psychological resilience in the U.S. military, , 2011
3962, Disability and poverty : a global challenge, , 2011
3963, Movement+ knowledge+ emotion : gay activism and HIV/AIDS in Australia, Power+ Jennifer, 2011
3964, Global demographic change and its implications for military power, Libicki+ Martin C., 2011
3965, Near-term opportunities for integrating biomass into the U.S. electricity supply : technical considerations, , 2011
3966, The battle behind the wire : U.S. prisoner and detainee operations from World War II to Iraq, , 2011
3967, China and India+ 2025 : a comparative assessment, , 2011
3968, Stray dogs and virtual armies : radicalization and recruitment to jihadist terrorism in the United States since 9/11, Jenkins+ Brian Michael, 2011
3969, The challenge of violent drug-trafficking organizations : an assessment of Mexican security based on existing RAND research on urban unrest+ insurgency+ and defense-sector..., Paul+ Christopher, 2011
3970, Band of brothers or dysfunctional family? : a military perspective on coalition challenges during stability operations, Glenn+ Russell W., 2011
3971, Hard fighting : Israel in Lebanon and Gaza, Johnson+ David E., 2011
3972, Immigrant performance in the labour market : bonding and bridging social capital, Lancee+ Bram, ©2012
3973, Social fitness and resilience : a review of relevant constructs+ measures+ and links to well-being, McGene+ Juliana, 2013
3974, Crisis stability and long-range strike : a comparative analysis of fighters+ bombers+ and missiles, Morgan+ Forrest E., 2013
3975, Making change happen : black & white activists talk to Kevin Cook about Aboriginal+ union & liberation politics, Cook+ Kevin, 2013
3976, Turkish-Iranian relations in a changing Middle East, Larrabee+ F. Stephen, 2013
3977, Bad news for refugees, Philo+ Greg, 2013
3978, Preparing for the possibility of a North Korean collapse, Bennett+ Bruce W., 2013
3979, Latining America : black-brown passages and the coloring of Latino/a studies, Milian+ Claudia, 2013
3980, Denying flight : strategic options for employing no-fly zones, Mueller+ Karl P., 2013
3981, Electronic Iran : the cultural politics of an online evolution, Akhavan+ Niki, 2013
3982, Friendship and Politics in Post-Revolutionary France, Horowitz+ Sarah, 2013
3983, Educational mobility of second-generation Turks : cross-national perspectives, Schnell+ Philipp, 2014
3984, Drivers of long-term insecurity and instability in Pakistan : urbanization, Blank+ Jonah, 2014
3985, Blinders+ blunders+ and wars : what America and China can learn, Gompert+ David C., 2014
3986, From 'stone-age' to 'real-time' : exploring Papuan temporalities+ mobilities and religiosities, , 2015
3987, Hazing in the U.S. Armed Forces : recommendations for hazing prevention policy and practice, Keller+ Kirsten M., 2015
3988, Choices for America in a turbulent world, Dobbins+ James, 2015
3989, The strategic perspective and long-term socioeconomic strategies for Israel : key methods with an application to aging, Popper+ Steven W., 2015
3990, Engaging indigenous economy : debating diverse approaches, , 2016
3991, The Upper Guinea coast in global perspective, , 2016
3992, The insecure city : space+ power+ and mobility in Beirut, Monroe+ Kristin V., 2016
3993, Wollstonecraft+ Mill+ and women's human rights, Botting+ Eileen Hunt, 2016
3994, Unintended consequences : the impact of migration law and policy, , ©2016
3995, Dissent! Refracted : histories+ aesthetics and cultures of dissent, , 2016
3996, Islam in a post-secular society : religion+ secularity+ and the antagonism of recalcitrant faith, Byrd+ Dustin, 2017
3997, Luxury and rubble : civility and dispossession in the new Saigon, Harms+ Erik, 2016
3998, Constructions of Cultural Identities in Newsreel Cinema and Television after 1945., Imesch+ Kornelia, 2016
3999, Water security in the Middle East : essays in scientific and social cooperation, , 2017
4000, Gender violence & human rights : seeking justice in Fiji+ Papua New Guinea and Vanuatu, , 2016
4001, Secession and security : explaining state strategy against separatists, Butt+ Ahsan I., 2017
4002, Designing prostitution policy : intention and reality in regulating the sex trade, Wagenaar+ H., 2017
4003, Migrating borders and moving times : temporality and the crossing of borders in Europe, , 2017
4004, In search of social democracy : responses to crisis and modernisation, , 2009
4005, The jazz republic : music+ race+ and American culture in Weimar Germany, Wipplinger+ Jonathan O., 2017
4006, Resistance : subjects+ representations+ contexts, , 2017
4007, Sin descansar+ en mi memoria : la lucha por la creación de sitios de memoria en Chile desde la transición a la democracia, Read+ Peter, 2017
4008, Rethinking Japanese feminisms, , 2017
4009, Chinese heritage in the making : experience+ negotiations and contestations, , 2018
4010, Care Home Stories : Aging+ Disability+ and Long-Term Residential Care., , 2017
4011, Undocumented migrants and healthcare : eight stories from Switzerland, Jossen+ Marianne, 2018
4012, Regime Change and Ethnic Politics in Indonesia : Dayak Politics of West Kalimantan, , Jan. 2012
4013, Style and intersubjectivity in youth interaction, Djenar+ Dwi Noverini, 2018
4014, Expectations of modernity : myths and meanings of urban life on the Zambian Copperbelt, Ferguson+ James, ©1999
4015, Ethnicity+ nationalism and conflict in and after the Soviet Union : the mind aflame, Tishkov+ V. A., 1997
4016, The age of wild ghosts : memory+ violence+ and place in Southwest China, Mueggler+ Erik, ©2001
4017, The festive state : race+ ethnicity+ and nationalism as cultural performance, Guss+ David M., ©2000
4018, In one's own shadow : an ethnographic account of the condition of post-reform rural China, Liu+ Xin, ©2000
4019, Pulp surrealism : insolent popular culture in early twentieth-century Paris, Walz+ Robin, ©2000
4020, The Athenian nation, Cohen+ Edward E., ©2000
4021, Loss : the politics of mourning, , ©2003
4022, Race and racism in continental philosophy, , ©2003
4023, The political landscape : constellations of authority in early complex polities, Smith+ Adam T., ©2003
4024, Soul hunters : hunting+ animism+ and personhood among the Siberian Yukaghirs, Willerslev+ Rane, ©2007
4025, Sold American : consumption and citizenship+ 1890-1945, McGovern+ Charles, ©2006
4026, Legalizing identities : becoming Black or Indian in Brazil's northeast, French+ Jan Hoffman, ©2009
4027, The cultural contradictions of democracy : political thought since September 11, Brenkman+ John, ©2007
4028, Fighting for democracy : Black veterans and the struggle against white supremacy in the postwar South, Parker+ Christopher S., ©2009
4029, The myth of popular culture from Dante to Dylan, Meisel+ Perry, 2010
4030, A nation for all : race+ inequality+ and politics in twentieth-century Cuba, Fuente+ Alejandro de la, ©2001
4031, Badiou+ Balibar+ Rancière : rethinking emancipation, Hewlett+ Nick, ©2007
4032, The imperative of integration, Anderson+ Elizabeth, ©2010
4033, An example for all the land : emancipation and the struggle over equality in Washington+ D.C, Masur+ Kate, 2010
4034, Black culture and the New Deal : the quest for civil rights in the Roosevelt era, Sklaroff+ Lauren Rebecca, ©2009
4035, Edward Said : a legacy of emancipation and representation, , ©2010
4036, Coming to terms with the nation : ethnic classification in modern China, Mullaney+ Thomas S., ©2011
4037, The straight state : sexuality and citizenship in twentieth-century America, Canaday+ Margot, ©2009
4038, The tejano diaspora : Mexican Americanism & ethnic politics in Texas and Wisconsin, Rodriguez+ Marc S., ©2011
4039, Manners and mischief : gender+ power+ and etiquette in Japan, , ©2011
4040, Fighting their own battles : Mexican Americans+ African Americans+ and the struggle for civil rights in Texas, Behnken+ Brian D., ©2011
4041, Diversity and complexity, Page+ Scott E., ©2011
4042, The politics of fashion in eighteenth-century America, Haulman+ Kate, ©2011
4043, Nationalism in Europe & America : politics+ cultures+ and identities since 1775, Kramer+ Lloyd S., ©2011
4044, The nature of race : how scientists think and teach about human difference, Morning+ Ann Juanita, ©2011
4045, Jewish culture and society in North Africa, , ©2011
4046, Music video and the politics of representation, Railton+ Diane, 2011
4047, Environmental policy and public health : air pollution+ global climate change+ and wilderness, Rom+ William N., ©2012
4048, In the cause of freedom : radical Black internationalism from Harlem to London+ 1917-1939, Makalani+ Minkah, ©2011
4049, Postcolonial Artists and Global Aesthetics, Adesokan+ Akinwumi, ©2011
4050, Hound Pound Narrative : Sexual Offender Habilitation and the Anthropology of Therapeutic Intervention, Waldram+ James B., ©2012
4051, The leaderless economy : why the world economic system fell apart and how to fix it, Temin+ Peter, 2013
4052, The Federal Reserve and the financial crisis, Bernanke+ Ben, 2013
4053, Tocqueville : the aristocratic sources of liberty, Jaume+ Lucien, 2013
4054, Making human rights a reality, Hafner-Burton+ Emilie, 2013
4055, The métis of Senegal : urban life and politics in French West Africa, Jones+ Hilary, 2013
4056, Worldly philosopher : the odyssey of Albert O. Hirschman, Adelman+ Jeremy, ©2013
4057, New Orleans suite : music and culture in transition, Watts+ Lewis, ©2013
4058, Small-town America : finding community+ shaping the future, Wuthnow+ Robert, 2013
4059, Someplace like America : tales from the new great depression, Maharidge+ Dale, 2013
4060, War in Social Thought : Hobbes to the Present., Joas+ Hans, 2012
4061, A Culture of Conspiracy : Apocalyptic Visions in Contemporary America, Barkun+ Michael, 2013
4062, Malignant : how cancer becomes us, Jain+ Sarah S. Lochlann, 2013
4063, The gamble : choice and chance in the 2012 presidential election, Sides+ John, 2013
4064, Cities of commerce : the institutional foundations of international trade in the Low Countries+ 1250-1650, Gelderblom+ Oscar, 2013
4065, Laughter Out of Place : Race+ Class+ Violence+ and Sexuality in a Rio Shantytown., Goldstein+ Donna M., 2013
4066, The modern spirit of Asia : the spiritual and the secular in China and India, Veer+ Peter van der, 2014
4067, Troubled geographies : a spatial history of religion and society in Ireland, Gregory+ Ian N., 2013
4068, The color of success : Asian Americans and the origins of the model minority, Wu+ Ellen D., 2014
4069, Trade and the environment : theory and evidence, Copeland+ Brian Richard, 2003
4070, Responses to language endangerment : in honor of Mickey Noonan : new directions in language documentation and language revitalization, , 2013
4071, Moral nation : modern Japan and narcotics in global history, Kingsberg+ Miriam, 2013
4072, The Confidence Trap : a History of Democracy in Crisis from World War I to the Present, Runciman+ David, 2013
4073, Building a Latino civil rights movement : Puerto Ricans+ African Americans+ and the pursuit of racial justice in New York City, Lee+ Sonia Song-Ha, 2014
4074, Cut adrift : families in insecure times, Cooper+ Marianne, 2014
4075, Love+ Money+ and HIV : Becoming a Modern African Woman in the Age of AIDS., Mojola+ Sanyu A., 2014
4076, Mining capitalism : the relationship between corporations and their critics, Kirsch+ Stuart, ©2014
4077, There Goes the Gayborhood?, Ghaziani+ Amin, 2014
4078, Can't catch a break : gender+ jail+ drugs and the limits of personal responsibility, Sered+ Susan Starr, 2014
4079, Working skin : making leather+ making a multicultural Japan, Hankins+ Joseph D., 2014
4080, Blind spot : how neoliberalism infiltrated global health, Keshavjee+ Salmaan, 2014
4081, Doctor Who. The five doctors, , 2008
4082, Macrosocial determinants of population health, , 2007
4083, NATO and terrorism : on scene : new challenges for first responders and civil protection, , 2007
4084, Oncofertility : fertility preservation for cancer survivors, , 2007
4085, Bacterial chromatin, , ©2010
4086, Extreme photonics & applications, , ©2010
4087, Jets from young stars IV : from models to observations and experiments, , ©2010
4088, Science and practice of pediatric critical care medicine, , ©2009
4089, Visions of infinity : the great mathematical problems, Stewart+ Ian, ©2013
4090, Babylon 5. The complete first season : Signs and portents, , 2002
4091, Feedback and control for everyone, Albertos Pérez+ P., ©2010
4092, Doctor Who. [Story no. 30]+ The power of the Daleks, , 2017
4093, Modern physics and ancient faith, Barr+ Stephen M., ©2003
4094, The unpredictable certainty : information infrastructure through 2000, , 1996
4095, Last call, , 2013
4096, Datafied society : studying culture through data, , 2017
4097, Adapting to a changing Colorado River : making future water deliveries more reliable through robust management strategies, Groves+ David G., 2013
4098, The global technology revolution : bio/nano/materials trends and their synergies with information technology by 2015, Antón+ Philip S., 2001
4099, Playing the waves : Lars Von Trier's game cinema, Simons+ Jan, ©2007
4100, Haunting experiences : ghosts in contemporary folklore, Goldstein+ Diane E., ©2007
4101, Digital rubbish : a natural history of electronics, Gabrys+ Jennifer, ©2011
4102, Hidden figures : the American dream and the untold story of the Black women mathematicians who helped win the space race, Shetterly+ Margot Lee, 2016
4103, Chemical and biological terrorism : research and development to improve civilian medical response, , 1999
4104, Selecting the right analyses for your data : quantitative+ qualitative+ and mixed methods, Vogt+ W. Paul, 2014
4105, The biological mind : how brain+ body+ and environment collaborate to make us who we are, Jasanoff+ Alan, 2018
4106, College algebra demystified, Huettenmueller+ Rhonda, ©2004
4107, Honor bound, Saffa+ Joan, 1996
4108, 1977, , 2002
4109, 1990, , 2002
4110, 1991, , 2002
4111, Ataturk+ founder of modern Turkey, , 2001
4112, 1959, , between 1999 and 2009?
4113, 40 years of silence : an Indonesian tragedy, Lemelson+ Robert, 2010
4114, FDR : the war years, , 2002+ ©1994
4115, Patrick Henry : voice of liberty, , 2002+ ©1995
4116, Huey Long, , 2004
4117, Nixon, , ©2008
4118, Christine and Paul, , 2006
4119, Sometimes I must speak out : the bishop of East Timor, Stahl+ Max, 1998
4120, Jews and Buddhism, Chayes+ Bill, 2000
4121, A time of love and war, , 2001
4122, Ataturk+ founder of modern Turkey, Olivier+ Zelfa, 2001
4123, Mechanic to millionaireh[electronic resource] : the Peter Cooper story, Gardner+ Janet, 2009
4124, Out from the shadows, Reed+ Rosemarie, 2009
4125, Ending welfare as we know it, Weisberg+ Roger, 1999
4126, Margaret Mead : an observer observed, Berliner+ Alan, 1996
4127, Raul+ the terrible : Argentina's Robin Hood, , 2002
4128, Where did you get that woman?, Smith+ Loretta, 1994
4129, Widow of the revolution : the Anna Larina story, , 2001
4130, The Ochoa affair : a cuban military idol toppled, , 2001
4131, Failing Haiti, Paul+ Rod, 2006
4132, Google's deep impact, , 2008
4133, Iran : the cyber-dissidents, , 2006
4134, Cuba : in the shadow of doubt, Burroughs+ Jim, 1987
4135, Lines of blood : the drug war in Colombia, Moser+ Brian, 1992
4136, Prayers of a warlord, Bourgaux+ Pascale, 2003
4137, Two square miles, Ettinger+ Barbara, 2007
4138, The double life of Ernesto Gomez Gomez, Weimberg+ Gary, 2001
4139, Human rights in Haiti, , 2001
4140, Rwanda : history of a genocide, , 1998
4141, Scraps of life, Jamison+ Gayla, 1993
4142, My friend Jenny : portrait of an addict, , 1998
4143, Saddam's revenge, Rados+ Antonia, 2004
4144, Tibor Jankay : the art of survival, , 1997
4145, The Battle of Fredericksburg, , ©1994
4146, Sir! No sir!, , 2005
4147, World War II in color : total war, , 2000
4148, The Congress, , ©2004
4149, Theodore Roosevelt : a cowboy's ride to the White House., , 2011+ ℗2010
4150, Two days in October, , 2007+ 2005
4151, Pictorial report number 26, , 1956
4152, Look toward tomorrow, , 1959
4153, Arms for tomorrow, , 1960
4154, Interview with Henry H. Fowler+ 1981, , 1983
4155, Interview with Henry Kissinger+ 1982, , 1983
4156, Interview with James Claude Thomson+ 1981, , 1983
4157, Interview with John D. Negroponte+ 1981, , 1983
4158, Interview with McGeorge Bundy, , 1983
4159, Interview with Melvin R. Laird+ 1981, , 1983
4160, Interview with Paul N. McCloskey+ 1981, , 1983
4161, Interview with Ray S. Cline+ 1982, , 1983
4162, Interview with Raymond K. (Raymond Kissam) Price+ 1982, , 1983
4163, Interview with William P. Bundy+ 1981, , 1983
4164, Interview with Frederick G. Dutton+ 1981, , 1983
4165, Interview with Roger Hilsman+ 1981, , 1983
4166, Little terrorist, , 2004
4167, Deadly mistakes? : a democracy dialogue, , 2005
4168, My Iranian paradise, , 2009
4169, Evidence-based imaging : optimizing imaging in patient care, , ©2006
4170, Racial hygiene, , 2013
4171, The Viking world. Part 1+ Longship legacy, , 2004
4172, The Viking world. Part 2+ Rulers of the sea, , 2004
4173, Prospects of mankind with Eleanor Roosevelt. Congo : challenge to the United Nations, , 1961
4174, Gender : sources+ perspectives+ and methodologies, , 2016
4175, Passion & fury : the emotional brain. Happiness, , 2008
4176, Is Multiculturalism Bad for Women?, Okin+ Susan Moller, 2011
4177, Emma Goldman : Making Speech Free+ 1902-1909., Goldman+ Emma, 2004
4178, State of the union : a century of American labor, Lichtenstein+ Nelson, 2003
4179, Evolution's Rainbow : Diversity+ Gender+ and Sexuality in Nature and People., Roughgarden+ Joan, 2004
4180, How to Form a Team : Five Keys to High Performance., (CCL)+ Center for Creative Leadership, 2011
4181, The wealth of nations : the economics classic : a selected edition for the contemporary reader, Smith+ Adam, 2010
4182, Game theory : breakthroughs in research and practice, , 2018
4183, The illustrated a brief history of time ; The universe in a nutshell, Hawking+ Stephen, 2008
4184, Practical Guide to Happiness in Children and Teens on the Autism Spectrum., Honeybourne+ Victoria, 2017
4185, Lillian Wald : a biography, Feld+ Marjorie N., ©2008
4186, Active Listening : Improve Your Ability to Listen and Lead., (CCL)+ Center for Creative Leadership, 2011
4187, The hazards of space travel : a tourist's guide, Comins+ Neil F., ©2007
4188, PET in the evaluation of Alzheimer's disease and related disorders, , ©2009
4189, Designing Qualitative Research., Flick+ Uwe, 2008
4190, Merleau-Ponty., Matthews+ Eric, 2006
4191, Polygamy : a cross-cultural analysis, Zeitzen+ Miriam Koktvedgaard, 2008
4192, Electronic genie : the tangled history of silicon, Seitz+ Frederick, ©1998
4193, The semiotics of drink and drinking, Manning+ Paul, 2012
4194, Radiogenic isotopes in geologic processes, Rasskazov+ S. V., 2010
4195, Contested public spheres : female activism and identity politics in Malaysia, Spiegel+ Anna, ©2010
4196, Mars up close : inside the Curiosity mission, Kaufman+ Marc, 2014
4197, Investing in microfinance : integrating new asset classes into an asset allocation framework applying scenario methodology, Becker+ Philipp M., 2010
4198, Bipolar expeditions : mania and depression in American culture, Martin+ Emily, 2009+ ©2007
4199, An Introduction To Counselling., Mcleod+ John, 2007
4200, Human bonding : the science of affectional ties, , ©2013
4201, Island queens and mission wives : how gender and empire remade Hawai'i's Pacific world, Thigpen+ Jennifer, 2014
4202, Eco-aesthetics : art+ literature+ and architecture in a period of climate change, , 2014
4203, Boyhood and delinquency in 1920s Chicago : a sociological study of juvenile jack-rollers and gender, Salerno+ Roger A., 2017
4204, Film Censorship in America., Geltzer+ Jeremy, 2017
4205, The psychology of religion : an empirical approach, Hood+ Ralph W., ©2009
4206, The Middle East : the politics of the sacred and secular, Akhavi+ Shahrough, 2009
4207, Child psychology and psychiatry : frameworks for practice, , 2011
4208, Key Concepts in Operations Management., Leseure+ Michel, 2010
4209, Qualitative inquiry in clinical and educational settings, Hays+ Danica G., 2012
4210, The drug legalization debate, , 1999
4211, Essays and reviews+ 1959-2002, Williams+ Bernard, 2014
4212, The economics of small business : an international perspective, , ©2011
4213, Quantal density functional theory II : approximation methods and applications, Sahni+ Viraht, ©2010
4214, Cartography in Central and Eastern Europe : selected papers of the 1st ICA Symposium on Cartography for Central and Eastern Europe, , ©2010
4215, Spectral analysis of large dimensional random matrices, Bai+ Zhidong, ©2010
4216, Principles and applications of ESR spectroscopy, Lund+ A., 2010
4217, Galaxy collisions : forging new worlds from cosmic crashes, Struck+ Curtis, 2010
4218, The politics of partnerships : a critical examination of nonprofit-business partnerships, Seitanidi+ Maria May, 2010
4219, Information theory : a tutorial introduction, Stone+ James V., 2015
4220, The story of mathematics, Mankiewicz+ Richard, 2000
4221, The calcitonin gene-related peptide family : form+ function and future perspectives, , ©2010
4222, Handbook of hydrocarbon and lipid microbiology, , ©2010
4223, Review of environmental contamination and toxicology. Volume 204, , 2010
4224, Emerging environmental technologies. Volume II, , ©2010
4225, Elements of a philosophy of management and organization, , ©2010
4226, Nonlinear oligopolies : stability and bifurcations, , ©2010
4227, The Polish climate in the European context : an historical overview, , ©2010
4228, Principles of Economics, , 2016
4229, Instruction in Functional Assessment, , 2014
4230, Supporting Individuals with Intellectual Disabilities & Mental Illness, , 2015
4231, Wetlands Law A Course Source, , 2015
4232, Introduction to Tourism and Hospitality in BC, , 2015
4233, Introduction to Women+ Gender+ Sexuality Studies, , 2017
4234, Perspectives An Open Invitation to Cultural Anthropology, , 2017
4235, Global Women's Issues Women in the World Today+ extended version, , 2012
4236, The History of Our Tribe Hominini, , 2017
4237, Introduction to Permaculture, , 2017
4238, Políticas públicas+ Género y Derechos Humanos en América Latin, , 2014
4239, The Meaning of Love Second Edition, , 2017
4240, Personality Theory in a Cultural Context, , 2015
4241, Microbiology for Allied Health Students, , 2017
4242, Solar system moons : discovery and mythology, Blunck+ Jürgen, ©2010
4243, Adolescents and adults with learning disabilities and ADHD : assessment and accommodation, Gregg+ Noel, ©2009
4244, Social marketing to protect the environment : what works, , 2012
4245, The colonial era+ 1600-1754., , 2015
4246, Western esotericism : a guide for the perplexed, Hanegraaff+ Wouter J., 2013
4247, Selected problems in physical chemistry : strategies and interpretations, Ilich+ Predrag-Peter, ©2010
4248, Syntactic Analysis : the Basics., Sobin+ Nicholas, 2010
4249, Themes in religion and American culture, , ©2004
4250, MHD flows in compact astrophysical objects : accretion+ winds and jets, Beskin+ V. S., ©2010
4251, Metaheuristic search concepts : a tutorial with applications to production and logistics, Zäpfel+ Günther, ©2010
4252, America in the 1980s, Brill+ Marlene Targ, ©2010
4253, Insect behavior, Matthews+ Robert W., ©2010
4254, Causes of war, Levy+ Jack S., 2010
4255, Terrorism and affordance, , ©2012
4256, Psychoanalysis and neurosciences, , ©2006
4257, Ocular blood flow and glaucomatous optic neuropathy, Mozaffarieh+ Maneli, ©2009
4258, Manual of clinical dialysis, Ahmad+ Suhail, 2009
4259, Dermatopathology : the basics, Smoller+ Bruce R., ©2009
4260, Advanced nonlinear strategies for vibration mitigation and system identification, , ©2010
4261, Antifreeze solutions in home fire sprinkler systems, , ©2010
4262, Architecture+ mathematics and perspective, , 2010
4263, Inter-organisational design of voluntary sustainability initiatives : increasing the legitimacy of sustainability strategies for supply chains, Peters+ Nils, ©2010
4264, Micro transport phenomena during boiling : with 210 figures, Peng+ Xiaofeng, 2010
4265, Concept of Justice : Is Social Justice Just?., Burke+ Thomas Patrick, 2011
4266, Sikhism Today., Jhutti-Johal+ Jagbir, 2011
4267, Developmental Psychology in Historical Perspective., Thompson+ Dennis, 2011
4268, Application of muscle/nerve stimulation in health and disease, Vrbová+ Gerta, ©2008
4269, Leadership Wisdom : Discovering the Lessons of Experience., (CCL)+ Center for Creative Leadership, 2011
4270, Corporate social responsibility : definition+ core issues+ and recent developments, Beal+ Brent D., 2014
4271, Case theory in business and management : reinventing case study research, Gummesson+ Evert, 2017
4272, Postmodern legal movements : law and jurisprudence at century's end, Minda+ Gary, ©1995
4273, Individual preparedness and response to chemical+ radiological+ nuclear+ and biological terrorists attacks : a quick guide, , 2003
4274, Military operations against terrorist groups abroad : implications for the United States Air Force, Ochmanek+ David A., 2003
4275, Sharing the dragon's teeth : terrorist groups and the exchange of new technologies, , 2007
4276, Numinous subjects : engendering the sacred in western culture, Tatman+ Lucy, 2007
4277, Making sense of the census : observations of the 2001 enumeration in remote Aboriginal Australia, , 2004
4278, Doctrine of eternal recurrence : the U.S. military and counterinsurgency doctrine+ 1960-1970 and 2003-2006, Long+ Austin G., 2008
4279, Impacts on U.S. energy expenditures and greenhouse-gas emissions of increasing renewable-energy use : technical report, Toman+ Michael A., 2008
4280, Deterrence : from Cold War to long war : lessons from six decades of Rand deterrence research, Long+ Austin G., 2008
4281, The Collegiate Learning Assessment : setting standards for performance at a college or university, Hardison+ Chaitra M., 2009
4282, Cambio religioso y dominación cultural : el impacto del islam y del cristianismo sobre otras sociedades, , ©1982
4283, The architecture of security in the Asia-Pacific, , ©2009
4284, Strategic information warfare : a new face of war, Molander+ Roger C., 1996
4285, Prehistory of the Indo-Malaysian Archipelago, Bellwood+ Peter S., 2007
4286, Viet Nam : a transition tiger?, Van Arkadie+ Brian, 2004
4287, Phoenix from the ashes? : Russia's defence industrial complex and its arms exports, Mitchell+ Cameron Scott, 2009
4288, Why Are Artists Poor? : the Exceptional Economy of the Arts., Abbing+ Hans, 2008
4289, Geology at ANU (1959-2009) : 50 years of history and reminiscences, Rickard+ M. J., 2010
4290, Taking the high ground : the archaeology of Rapa+ a fortified island in remote East Polynesia, , 2012
4291, Fishing for fairness : poverty+ morality and marine resource regulation in the Philippines, Fabinyi+ Michael, 2011
4292, The ayes have it : the history of the Queensland Parliament+ 1957-1989, Wanna+ John, 2010
4293, Securing village life : development in late colonial Papua New Guinea, MacWilliam+ Scott, 2013
4294, Discretion and public benefit in a regulatory agency : the Australian authorisation process, Nagarajan+ Vijaya, 2013
4295, Planning and managing scientific research : a guide for the beginning researcher, Kennett+ B. L. N., 2014
4296, Indigenous and minority placenames : Australian and international perspectives, Clark+ Ian D., 2014
4297, The Coombs : a house of memories, , 2014
4298, Tell Abu Al-Kharaz in the Jordan Valley. Volume 3+ The Iron Age, Fischer+ Peter M., 2013
4299, Poems of 1890 : a selection, Gorter+ Herman, 2015
4300, Rethinking poverty : what makes a good society?, Knight+ Barry, 2017
4301, Britishness+ belonging and citizenship : experiencing nationality law, Prabhat+ Devyani, 2018
4302, Appearance+ discrimination and the media : portraying facial disfigurement fairly in the news, Garrisi+ Diana, 2018
4303, Farewell to freedom : a western genealogy of liberty, Baldissone+ Ricardo, 2018
4304, Nanofibres in drug delivery, Williams+ Gareth R., 2018
4305, Phänomen Hörbuch : interdisziplinäre Perspektiven und medialer Wandel, , 2017
4306, Protokolle des Ministerrates der Zweiten Republik der Republik Österreich : Kabinett Leopold Figl I. 20. Dezember 1945 bis 8. November 1949. Band 8 (25. November 1947 bis 20...., , 2017
4307, Protokolle des Ministerrates der Zweiten Republik der Republik Österreich : Kabinett Leopold Figl I+ 20. Dezember 1945 bis 8. November 1949. Band 7 (9. September 1947 bis 18...., , 2016
4308, On Competition and Regulation in Health Care Systems, Nuscheler+ Robert, [2018]+ ©2005
4309, Single Period Inventory Control and Pricing An Empirical and Analytical Study of a Generalized Model, Arikan+ Emel, 2018+ ©2011
4310, Joint Pricing and Inventory Control under Reference Price Effects, Gimpl-Heersink+ Lisa, [2018]+ ©2010
4311, Agency Theory: Methodology+ Analysis A Structured Approach to Writing Contracts, Stremitzer+ Alexander, [2018]+ ©2005
4312, The practice of sheep veterinary medicine, Abbott+ Kym, 2018
4313, Praxishandbuch Open Access, , 2017
4314, Genderkompetenz in pädagogischer Interaktion, , 2013
4315, Familien mit multipler Elternschaft : Entstehungszusammenhänge+ Herausforderungen und Potentiale., Bergold+ Pia, 2017
4316, European strategies in lifelong learning : a critical introduction, Lima+ Licínio C., ©2011
4317, Soziale Arbeit in der Migrationsgesellschaft, , 2013
4318, Immigrant workers in industrial France : the making of a new laboring class, Cross+ Gary S., 1983
4319, Disjointed war : military operations in Kosovo+ 1999, , 2002
4320, Coyote steals fire : a Shoshone tale, , 2005
4321, Improving technical vocational education and training in the Kurdistan region--Iraq, Constant+ Louay, 2014
4322, Monumenta : Studien zu mittel- und späthelladischen Gräbern in Messenien, Zavadil+ Michaela, 2014
4323, Control, , 2017
4324, Der Abschreckungseffekt auf die Grundrechtsausübung : Strukturen eines verfassungsrechtlichen Arguments, Staben+ Julian, 2017
4325, Servicios urbanos+ gestión local y medio ambiente, , 1991
4326, The Australian continent : a geophysical synthesis, Kennett+ B. L. N., 2018
4327, Logic of experimentation : reshaping music performance in and through artistic research, Assis+ Paulo de, 2018
4328, Aging and Self-Realization : Cultural Narratives about Later Life, Laceulle+ Hanne, 2018
4329, Financial citizenship : experts+ publics+ and the politics of central banking, Riles+ Annelise, 2019
4330, Intimate communities : wartime healthcare and the birth of modern China+ 1937-1945, Barnes+ Nicole Elizabeth, 2018
4331, The future of local government in Europe : lessons from research and practice in 31 countries, , 2017
